0,-0.060253,0,0.016062,0,0.46845
0.015625,-0.064464,0.015625,0.025451,0.015625,0.16092
0.03125,-0.043471,0.03125,0.025672,0.03125,-0.21306
0.046875,-0.0080668,0.046875,0.016167,0.046875,-0.52095
0.0625,0.031941,0.0625,-0.00043911,0.0625,-0.65919
0.078125,0.062272,0.078125,-0.018235,0.078125,-0.54222
0.09375,0.070314,0.09375,-0.02889,0.09375,-0.18037
0.10938,0.051839,0.10938,-0.026226,0.10938,0.27681
0.125,0.016071,0.125,-0.010949,0.125,0.6226
0.14062,-0.024163,0.14062,0.0097777,0.14062,0.71286
0.15625,-0.056869,0.15625,0.02664,0.15625,0.5306
0.17188,-0.066406,0.17188,0.033203,0.17188,0.13472
0.1875,-0.048148,0.1875,0.027671,0.1875,-0.30044
0.20312,-0.013925,0.20312,0.011928,0.20312,-0.64391
0.21875,0.026719,0.21875,-0.0091038,0.21875,-0.75505
0.23438,0.060259,0.23438,-0.027119,0.23438,-0.55622
0.25,0.071782,0.25,-0.033222,0.25,-0.11804
0.26562,0.057293,0.26562,-0.023946,0.26562,0.374
0.28125,0.022646,0.28125,-0.0039954,0.28125,0.68987
0.29688,-0.018899,0.29688,0.017028,0.29688,0.71875
0.3125,-0.054281,0.3125,0.030256,0.3125,0.47959
0.32812,-0.067396,0.32812,0.031626,0.32812,0.067546
0.34375,-0.051798,0.34375,0.021703,0.34375,-0.36707
0.35938,-0.019259,0.35938,0.0039552,0.35938,-0.63741
0.375,0.020403,0.375,-0.015406,0.375,-0.70606
0.39062,0.056335,0.39062,-0.028162,0.39062,-0.47656
0.40625,0.072882,0.40625,-0.02825,0.40625,-0.04072
0.42188,0.061058,0.42188,-0.015991,0.42188,0.3813
0.4375,0.027444,0.4375,0.0022438,0.4375,0.63273
0.45312,-0.013912,0.45312,0.018118,0.45312,0.61136
0.46875,-0.049901,0.46875,0.025655,0.46875,0.38846
0.48438,-0.067041,0.48438,0.023289,0.48438,0.024119
0.5,-0.055741,0.5,0.012999,0.5,-0.32835
0.51562,-0.024874,0.51562,-0.0013016,0.51562,-0.53867
0.53125,0.01434,0.53125,-0.014225,0.53125,-0.57226
0.54688,0.051636,0.54688,-0.020576,0.54688,-0.36849
0.5625,0.070851,0.5625,-0.018095,0.5625,-0.04793
0.57812,0.062792,0.57812,-0.0087368,0.57812,0.28762
0.59375,0.031906,0.59375,0.0028528,0.59375,0.47843
0.60938,-0.0081831,0.60938,0.011927,0.60938,0.48635
0.625,-0.045346,0.625,0.015709,0.625,0.34559
0.64062,-0.066815,0.64062,0.013988,0.64062,0.073181
0.65625,-0.059418,0.65625,0.008412,0.65625,-0.19494
0.67188,-0.030995,0.67188,0.001209,0.67188,-0.38589
0.6875,0.0066766,0.6875,-0.0053338,0.6875,-0.45976
0.70312,0.045114,0.70312,-0.0093969,0.70312,-0.36458
0.71875,0.068097,0.71875,-0.010228,0.71875,-0.15413
0.73438,0.064406,0.73438,-0.0080447,0.73438,0.11324
0.75,0.036648,0.75,-0.0036841,0.75,0.33448
0.76562,-0.0021897,0.76562,0.0017525,0.76562,0.44462
0.78125,-0.040228,0.78125,0.0070439,0.78125,0.3835
0.79688,-0.064494,0.79688,0.010945,0.79688,0.21133
0.8125,-0.062622,0.8125,0.012362,0.8125,-0.0246
0.82812,-0.037394,0.82812,0.010447,0.82812,-0.26935
0.84375,-0.00054983,0.84375,0.0050825,0.84375,-0.37731
0.85938,0.038386,0.85938,-0.0026691,0.85938,-0.45781
0.875,0.064636,0.875,-0.010444,0.875,-0.3249
0.89062,0.0662,0.89062,-0.01497,0.89062,-0.044401
0.90625,0.042132,0.90625,-0.013514,0.90625,0.26145
0.92188,0.0049959,0.92188,-0.0058452,0.92188,0.48819
0.9375,-0.034295,0.9375,0.0053955,0.9375,0.53346
0.95312,-0.062543,0.95312,0.015807,0.95312,0.38274
0.96875,-0.066013,0.96875,0.021289,0.96875,0.07681
0.98438,-0.043019,0.98438,0.019499,0.98438,-0.25373
1,-0.0081279,1,0.01049,1,-0.50825
1.0156,0.031603,1.0156,-0.003172,1.0156,-0.5988
1.0312,0.061806,1.0312,-0.016536,1.0312,-0.45762
1.0469,0.068267,1.0469,-0.023487,1.0469,-0.11771
1.0625,0.047726,1.0625,-0.019993,1.0625,0.29013
1.0781,0.01158,1.0781,-0.0071624,1.0781,0.56455
1.0938,-0.028827,1.0938,0.00939,1.0938,0.63599
1.1094,-0.060147,1.1094,0.022633,1.1094,0.46308
1.125,-0.068234,1.125,0.027564,1.125,0.096381
1.1406,-0.04875,1.1406,0.022675,1.1406,-0.30522
1.1562,-0.014268,1.1562,0.0094752,1.1562,-0.57533
1.1719,0.025895,1.1719,-0.0078416,1.1719,-0.665
1.1875,0.058277,1.1875,-0.022507,1.1875,-0.49566
1.2031,0.069621,1.2031,-0.027564,1.2031,-0.097876
1.2188,0.052969,1.2188,-0.020187,1.2188,0.33781
1.2344,0.017597,1.2344,-0.0038804,1.2344,0.62553
1.25,-0.023611,1.25,0.013867,1.25,0.63751
1.2656,-0.056999,1.2656,0.025719,1.2656,0.44284
1.2812,-0.069346,1.2812,0.027761,1.2812,0.074177
1.2969,-0.053104,1.2969,0.020013,1.2969,-0.31759
1.3125,-0.020106,1.3125,0.005169,1.3125,-0.58957
1.3281,0.01984,1.3281,-0.011685,1.3281,-0.66122
1.3438,0.055082,1.3438,-0.023693,1.3438,-0.47479
1.3594,0.070773,1.3594,-0.025346,1.3594,-0.066887
1.375,0.057469,1.375,-0.016012,1.375,0.33345
1.3906,0.023353,1.3906,-0.00033827,1.3906,0.60528
1.4062,-0.017676,1.4062,0.01465,1.4062,0.61064
1.4219,-0.052429,1.4219,0.023194,1.4219,0.40438
1.4375,-0.068549,1.4375,0.022962,1.4375,0.059971
1.4531,-0.055734,1.4531,0.01493,1.4531,-0.29269
1.4688,-0.024829,1.4688,0.0021013,1.4688,-0.53215
1.4844,0.014478,1.4844,-0.010964,1.4844,-0.59707
1.5,0.05095,1.5,-0.019151,1.5,-0.41017
1.5156,0.070013,1.5156,-0.01921,1.5156,-0.086141
1.5312,0.061159,1.5312,-0.011621,1.5312,0.26959
1.5469,0.030236,1.5469,-7.4904e-05,1.5469,0.50376
1.5625,-0.010312,1.5625,0.010595,1.5625,0.5181
1.5781,-0.047108,1.5781,0.016721,1.5781,0.38597
1.5938,-0.067174,1.5938,0.016923,1.5938,0.10378
1.6094,-0.058862,1.6094,0.011929,1.6094,-0.204
1.625,-0.029378,1.625,0.0036914,1.625,-0.43525
1.6406,0.0091658,1.6406,-0.0051609,1.6406,-0.49389
1.6562,0.047031,1.6562,-0.011719,1.6562,-0.40173
1.6719,0.069472,1.6719,-0.013877,1.6719,-0.163
1.6875,0.064003,1.6875,-0.01107,1.6875,0.13995
1.7031,0.036483,1.7031,-0.0044509,1.7031,0.38916
1.7188,-0.0026757,1.7188,0.00364,1.7188,0.49374
1.7344,-0.040341,1.7344,0.010599,1.7344,0.40403
1.75,-0.064048,1.75,0.01443,1.75,0.21706
1.7656,-0.061076,1.7656,0.01412,1.7656,-0.07709
1.7812,-0.034534,1.7812,0.0096946,1.7812,-0.32687
1.7969,0.0033291,1.7969,0.0021202,1.7969,-0.46351
1.8125,0.041929,1.8125,-0.0065116,1.8125,-0.47543
1.8281,0.067508,1.8281,-0.013263,1.8281,-0.28774
1.8438,0.067379,1.8438,-0.01528,1.8438,0.022559
1.8594,0.042982,1.8594,-0.01116,1.8594,0.32384
1.875,0.0051373,1.875,-0.0021234,1.875,0.51646
1.8906,-0.033911,1.8906,0.0085377,1.8906,0.52197
1.9062,-0.060832,1.9062,0.016861,1.9062,0.32822
1.9219,-0.063059,1.9219,0.019799,1.9219,0.028594
1.9375,-0.038933,1.9375,0.01615,1.9375,-0.31085
1.9531,-0.0026549,1.9531,0.0066894,1.9531,-0.50687
1.9688,0.037083,1.9688,-0.0057836,1.9688,-0.55677
1.9844,0.066155,1.9844,-0.016655,1.9844,-0.38842
2,0.070672,2,-0.020999,2,-0.042961
2.0156,0.049558,2.0156,-0.016234,2.0156,0.31654
2.0312,0.012831,2.0312,-0.0041185,2.0312,0.54365
2.0469,-0.027771,2.0469,0.010236,2.0469,0.56174
2.0625,-0.057746,2.0625,0.021046,2.0625,0.39976
2.0781,-0.064438,2.0781,0.024379,2.0781,0.048793
2.0938,-0.043938,2.0938,0.019229,2.0938,-0.30397
2.1094,-0.008745,2.1094,0.0071506,2.1094,-0.55786
2.125,0.030902,2.125,-0.0080021,2.125,-0.62108
2.1406,0.063182,2.1406,-0.020342,2.1406,-0.43926
2.1562,0.072649,2.1562,-0.024176,2.1562,-0.061889
2.1719,0.055112,2.1719,-0.017382,2.1719,0.33199
2.1875,0.018923,2.1875,-0.0030138,2.1875,0.59281
2.2031,-0.022214,2.2031,0.012568,2.2031,0.61847
2.2188,-0.054917,2.2188,0.023106,2.2188,0.41841
2.2344,-0.06567,2.2344,0.025099,2.2344,0.061908
2.25,-0.04854,2.25,0.018366,2.25,-0.30842
2.2656,-0.014606,2.2656,0.005212,2.2656,-0.55668
2.2812,0.024884,2.2812,-0.0099429,2.2812,-0.62298
2.2969,0.059238,2.2969,-0.021106,2.2969,-0.44091
2.3125,0.072863,2.3125,-0.023259,2.3125,-0.06642
2.3281,0.058631,2.3281,-0.015444,2.3281,0.32105
2.3438,0.025095,2.3438,-0.0013776,2.3438,0.5805
2.3594,-0.015958,2.3594,0.012745,2.3594,0.59754
2.375,-0.051374,2.375,0.021492,2.375,0.39738
2.3906,-0.066514,2.3906,0.022302,2.3906,0.067499
2.4062,-0.052952,2.4062,0.015592,2.4062,-0.27947
2.4219,-0.020171,2.4219,0.0038126,2.4219,-0.51209
2.4375,0.018687,2.4375,-0.0090431,2.4375,-0.58004
2.4531,0.054984,2.4531,-0.018063,2.4531,-0.42991
2.4688,0.072483,2.4688,-0.019544,2.4688,-0.08805
2.4844,0.062053,2.4844,-0.013119,2.4844,0.25604
2.5,0.030114,2.5,-0.0017918,2.5,0.50349
2.5156,-0.010283,2.5156,0.0096985,2.5156,0.53832
2.5312,-0.046656,2.5312,0.01717,2.5312,0.39748
2.5469,-0.065417,2.5469,0.018554,2.5469,0.11816
2.5625,-0.056558,2.5625,0.013989,2.5625,-0.2066
2.5781,-0.02725,2.5781,0.0052278,2.5781,-0.44451
2.5938,0.01191,2.5938,-0.004928,2.5938,-0.53486
2.6094,0.050032,2.6094,-0.01301,2.6094,-0.43439
2.625,0.070819,2.625,-0.016065,2.625,-0.17082
2.6406,0.064519,2.6406,-0.012986,2.6406,0.16304
2.6562,0.035468,2.6562,-0.0050496,2.6562,0.40882
2.6719,-0.0040106,2.6719,0.004705,2.6719,0.50343
2.6875,-0.042374,2.6875,0.012805,2.6875,0.40805
2.7031,-0.064781,2.7031,0.016758,2.7031,0.2075
2.7188,-0.059885,2.7188,0.015507,2.7188,-0.10376
2.7344,-0.03266,2.7344,0.0094827,2.7344,-0.36502
2.75,0.0044347,2.75,0.00033533,2.75,-0.47888
2.7656,0.042802,2.7656,-0.0090863,2.7656,-0.49205
2.7812,0.068112,2.7812,-0.01535,2.7812,-0.2644
2.7969,0.066722,2.7969,-0.015788,2.7969,0.060258
2.8125,0.039932,2.8125,-0.0098691,2.8125,0.36805
2.8281,0.0019883,2.8281,0.00028341,2.8281,0.51226
2.8438,-0.037341,2.8438,0.01082,2.8438,0.49363
2.8594,-0.06333,2.8594,0.017941,2.8594,0.29259
2.875,-0.063687,2.875,0.01922,2.875,-0.024425
2.8906,-0.03948,2.8906,0.014152,2.8906,-0.32917
2.9062,-0.0026655,2.9062,0.0040963,2.9062,-0.50743
2.9219,0.036743,2.9219,-0.0078436,2.9219,-0.55047
2.9375,0.064883,2.9375,-0.017166,2.9375,-0.3507
2.9531,0.067861,2.9531,-0.01967,2.9531,-0.0024739
2.9688,0.044974,2.9688,-0.013807,2.9688,0.35489
2.9844,0.0079322,2.9844,-0.0018648,2.9844,0.55967
3,-0.03259,3,0.011222,3,0.56426
3.0156,-0.062005,3.0156,0.020385,3.0156,0.3647
3.0312,-0.066887,3.0312,0.022458,3.0312,0.031624
3.0469,-0.045331,3.0469,0.016848,3.0469,-0.32652
3.0625,-0.010228,3.0625,0.0052684,3.0625,-0.5224
3.0781,0.030043,3.0781,-0.0085576,3.0781,-0.57694
3.0938,0.060718,3.0938,-0.019286,3.0938,-0.40378
3.1094,0.068943,3.1094,-0.022036,3.1094,-0.037725
3.125,0.04919,3.125,-0.015298,3.125,0.3333
3.1406,0.013495,3.1406,-0.0019875,3.1406,0.5528
3.1562,-0.027198,3.1562,0.012162,3.1562,0.57072
3.1719,-0.059837,3.1719,0.021608,3.1719,0.40156
3.1875,-0.0691,3.1875,0.023277,3.1875,0.035313
3.2031,-0.051002,3.2031,0.016969,3.2031,-0.30769
3.2188,-0.016916,3.2188,0.0048029,3.2188,-0.54682
3.2344,0.023084,3.2344,-0.0091837,3.2344,-0.60021
3.25,0.056348,3.25,-0.019571,3.25,-0.41898
3.2656,0.068939,3.2656,-0.021751,3.2656,-0.068378
3.2812,0.052803,3.2812,-0.014725,3.2812,0.31616
3.2969,0.018451,3.2969,-0.0016922,3.2969,0.52929
3.3125,-0.022329,3.3125,0.011749,3.3125,0.56792
3.3281,-0.056736,3.3281,0.020434,3.3281,0.41165
3.3438,-0.070134,3.3438,0.021733,3.3438,0.071519
3.3594,-0.055942,3.3594,0.015718,3.3594,-0.26304
3.375,-0.023651,3.375,0.0045471,3.375,-0.51646
3.3906,0.01605,3.3906,-0.0080484,3.3906,-0.5928
3.4062,0.051416,3.4062,-0.017363,3.4062,-0.42264
3.4219,0.068493,3.4219,-0.019526,3.4219,-0.089279
3.4375,0.056369,3.4375,-0.013739,3.4375,0.25462
3.4531,0.023835,3.4531,-0.0026184,3.4531,0.50758
3.4688,-0.016797,3.4688,0.0092219,3.4688,0.56359
3.4844,-0.052755,3.4844,0.017368,3.4844,0.41937
3.5,-0.070248,3.5,0.019403,3.5,0.12217
3.5156,-0.060355,3.5156,0.015114,3.5156,-0.20211
3.5312,-0.029791,3.5312,0.006082,3.5312,-0.44971
3.5469,0.0094052,3.5469,-0.0048148,3.5469,-0.55042
3.5625,0.046098,3.5625,-0.013793,3.5625,-0.44613
3.5781,0.067006,3.5781,-0.017361,3.5781,-0.1685
3.5938,0.058971,3.5938,-0.014077,3.5938,0.17763
3.6094,0.029429,3.6094,-0.0053229,3.6094,0.45021
3.625,-0.010475,3.625,0.0054533,3.625,0.55626
3.6406,-0.048275,3.6406,0.014235,3.6406,0.43983
