0,1.472
0.015625,1.4913-0.0065334i
0.03125,-0.0015798+0.0017603i
0.046875,-0.0009848+0.0056672i
0.0625,-0.00023009+0.0052725i
0.078125,-0.00074436+0.0083046i
0.09375,-0.014856-0.0030353i
0.10938,-0.014244-0.0042389i
0.125,-0.0049738+0.0030769i
0.14062,-0.0020578+0.0096958i
0.15625,0.0032925+0.014193i
0.17188,0.0012718+0.0048802i
0.1875,0.0029023-0.0050057i
0.20312,-0.0033209-0.008791i
0.21875,-0.0018278+0.0014516i
0.23438,-0.00051838-0.0010127i
0.25,0.0032768-0.0048537i
0.26562,0.0018454-0.0099577i
0.28125,-0.0055828+0.0063139i
0.29688,0.01763+0.0051227i
0.3125,0.014928-0.0091511i
0.32812,0.0013169+0.001206i
0.34375,0.0010879+0.0071817i
0.35938,-0.00068743-0.0054157i
0.375,0.0058587-0.0019138i
0.39062,0.0075969+0.0060115i
0.40625,-0.00096593+0.011154i
0.42188,0.0041074+0.0024361i
0.4375,0.0043746+0.0013682i
0.45312,-0.002071+0.0076138i
0.46875,0.0069007+0.0017031i
0.48438,0.0019037+0.0045034i
0.5,-0.0026848+0.0023444i
0.51562,-0.011017+0.0082705i
0.53125,-0.0021375+0.01365i
0.54688,-0.0035953+0.009703i
0.5625,-0.0086923+0.0032441i
0.57812,-0.0073653-0.0029028i
0.59375,-0.00051069-0.0095315i
0.60938,0.0058036-0.0088348i
0.625,0.014041-0.0037974i
0.64062,0.0015696-0.0059941i
0.65625,-0.0069204+0.0029834i
0.67188,-0.017458+0.0065373i
0.6875,-0.0051635-0.00864i
0.70312,-0.0054109-0.0081223i
0.71875,-0.001452-0.0049839i
0.73438,0.0019302-0.0058272i
0.75,7.1128e-05-0.0044445i
0.76562,-0.00012137+0.0047006i
0.78125,-0.016151-0.0077693i
0.79688,-0.0067048-0.0061171i
0.8125,0.0083801+0.0017062i
0.82812,0.00042513-0.0011254i
0.84375,-0.010581-0.0060554i
0.85938,-0.0054556-0.0009729i
0.875,0.0010787+0.010658i
0.89062,-0.0030796+0.0023538i
0.90625,-0.0049233-0.0052342i
0.92188,0.010205+0.0050245i
0.9375,-0.0022017+0.011292i
0.95312,0.00071754+0.0092877i
0.96875,-0.002573-0.00065873i
0.98438,-0.01294-0.014767i
1,-0.0055923+0.0049691i
1.0156,0.0030367+0.016691i
1.0312,-0.0055875+0.0034087i
1.0469,0.0012446-0.0079859i
1.0625,-0.0088955-0.024799i
1.0781,-0.0045933-0.003368i
1.0938,-0.0073791+0.0070784i
1.1094,-0.0055239+0.0031454i
1.125,-0.0023358-0.0094235i
1.1406,-0.00044544-0.0031549i
1.1562,-0.013977+0.0073818i
1.1719,-0.016591-0.0012447i
1.1875,-0.014491-0.012675i
1.2031,-0.0077786-0.019058i
1.2188,0.010291-0.018772i
1.2344,0.0040043-0.0040469i
1.25,0.0079453+0.0072926i
1.2656,0.0024937+0.0031026i
1.2812,-0.0013801+0.016096i
1.2969,0.0035872+0.0091125i
1.3125,0.00055574+0.00011494i
1.3281,0.00072213-0.0038848i
1.3438,-0.0036541-0.011112i
1.3594,0.0024289-0.018196i
1.375,-0.00070314-0.014044i
1.3906,-0.0070548+0.0079895i
1.4062,0.0078518+0.0043654i
1.4219,-0.00066771+0.0040558i
1.4375,-0.0038463+0.008893i
1.4531,-0.0080109+0.0034134i
1.4688,-0.010427-0.011829i
1.4844,0.0025333-0.017604i
1.5,0.0020401-0.0054042i
1.5156,0.0036556-0.018897i
1.5312,0.0051052-0.01188i
1.5469,0.0034807+0.010646i
1.5625,0.016165-0.0029749i
1.5781,0.015662-0.017678i
1.5938,0.011265-0.010633i
1.6094,0.014541-0.0034068i
1.625,0.016086-0.0014431i
1.6406,0.013641+0.019668i
1.6562,0.010686+0.015203i
1.6719,-0.0052293+0.012516i
1.6875,-0.0057722+0.0066249i
1.7031,-0.0022285+0.0098973i
1.7188,-0.0028358+0.011655i
1.7344,-0.0084353+0.0050079i
1.75,-0.0067374+0.011728i
1.7656,0.0036829+0.0046206i
1.7812,-0.0014131-0.015944i
1.7969,0.01521-0.0094061i
1.8125,0.017458-0.011605i
1.8281,0.0066446-0.018031i
1.8438,-0.0016889-0.012114i
1.8594,0.0026422+0.0079686i
1.875,0.018795+0.0099839i
1.8906,0.00081176+0.010201i
1.9062,-0.0038714+0.0094916i
1.9219,0.010898+0.0099679i
1.9375,0.021285-0.0064896i
1.9531,0.04035+0.0063958i
1.9688,0.0062391+0.0053857i
1.9844,-0.018215-0.016103i
2,0.0077105+0.0086832i
2.0156,-0.00088325+0.003556i
2.0312,-0.012295+0.0022471i
2.0469,0.004126-0.0254i
2.0625,-0.0034827-0.0012026i
2.0781,0.0048781-0.0092138i
2.0938,0.026473-0.00042845i
2.1094,0.019005+0.014923i
2.125,0.0068813+0.016959i
2.1406,-0.0012961+0.01696i
2.1562,-0.013658+0.00043315i
2.1719,-0.010324+0.00080007i
2.1875,-0.024432-0.010583i
2.2031,-0.0089076-0.001227i
2.2188,-0.0070443+0.0089529i
2.2344,0.0054437-0.0034486i
2.25,0.0079823-0.0023387i
2.2656,0.011906+0.010717i
2.2812,0.0062534+0.010488i
2.2969,-0.0059182-0.0035479i
2.3125,4.7506e-06+0.0055288i
2.3281,0.017526+0.011628i
2.3438,0.004674-0.016052i
2.3594,-0.0021617+0.024557i
2.375,0.0053977+0.017642i
2.3906,-0.0051021+0.012165i
2.4062,-0.0037083+0.0021079i
2.4219,-0.0044512-0.010143i
2.4375,0.0029747+0.0077735i
2.4531,0.0048669+0.014063i
2.4688,-0.012096+0.023574i
2.4844,-0.011258+0.010076i
2.5,-0.010206-0.0026175i
2.5156,-0.014011+0.019772i
2.5312,-0.022618+0.012503i
2.5469,-0.022045-0.0089035i
2.5625,-0.017615-0.003645i
2.5781,-0.013609+0.0036573i
2.5938,-0.0075569-0.013483i
2.6094,-0.0067722-0.002686i
2.625,0.0066198+0.0079863i
2.6406,-0.00049136-0.012306i
2.6562,-0.010203+0.0097862i
2.6719,-0.019048-0.00027416i
2.6875,-0.035458-0.0083013i
2.7031,-0.021668-0.0025408i
2.7188,-0.01606+0.0010268i
2.7344,-0.022705-0.0065432i
2.75,-0.0075707+0.0031972i
2.7656,-0.018738-0.0061207i
2.7812,-0.020535+0.0067128i
2.7969,-0.013066-0.0016235i
2.8125,-0.019102+0.0073491i
2.8281,-0.015405+0.00077511i
2.8438,-0.016726-0.005998i
2.8594,-0.02097+0.0055298i
2.875,-0.018727-0.00062026i
2.8906,-0.02065-0.0032128i
2.9062,-0.021254-0.023258i
2.9219,-0.021656-0.0024327i
2.9375,-0.032708+0.0018493i
2.9531,-0.026962-0.014281i
2.9688,-0.023518+0.0075264i
2.9844,-0.03614+0.0014847i
3,-0.029399-0.0012728i
3.0156,-0.020248+0.0012011i
3.0312,-0.026875-0.0091924i
3.0469,-0.027302+0.0078108i
3.0625,-0.023733-0.0096091i
3.0781,-0.02492+0.011527i
3.0938,-0.033462+0.0074158i
3.1094,-0.037163-0.024798i
3.125,-0.038637+0.00090962i
3.1406,-0.030154+0.016485i
3.1562,-0.047076-0.00011218i
3.1719,-0.034331+0.017973i
3.1875,-0.051089-0.011268i
3.2031,-0.035386+0.0035558i
3.2188,-0.035606-0.0003545i
3.2344,-0.042505-0.0075782i
3.25,-0.040231-0.0037556i
3.2656,-0.034187-0.0019036i
3.2812,-0.033502-0.00043103i
3.2969,-0.031663+0.00010003i
3.3125,-0.034065-0.0033721i
3.3281,-0.054485-0.0097057i
3.3438,-0.045675+0.0063848i
3.3594,-0.041828-0.0040825i
3.375,-0.044083+0.013324i
3.3906,-0.035919-0.0109i
3.4062,-0.047325+0.00022805i
3.4219,-0.040945+0.010337i
3.4375,-0.044703-0.003274i
3.4531,-0.0502+0.0051579i
3.4688,-0.041566+0.0056888i
3.4844,-0.047855-0.011935i
3.5,-0.041251-0.0042459i
3.5156,-0.047389+0.0084445i
3.5312,-0.047938-0.0052981i
3.5469,-0.046488+0.0086167i
3.5625,-0.055298-0.014453i
3.5781,-0.038832-0.0048033i
3.5938,-0.047743+0.0041893i
3.6094,-0.050552+0.0060524i
3.625,-0.048707-0.0017193i
3.6406,-0.047007+0.003152i
3.6562,-0.055296+0.0024515i
3.6719,-0.067756+0.00015963i
3.6875,-0.046553-0.008625i
3.7031,-0.050418-0.00079063i
3.7188,-0.044586-0.004167i
3.7344,-0.05281+0.0029361i
3.75,-0.051903-0.00090808i
3.7656,-0.052547+0.0031979i
3.7812,-0.05278+0.00076216i
3.7969,-0.052115-0.0036755i
3.8125,-0.05136-0.0010477i
3.8281,-0.052216-0.0017353i
3.8438,-0.060201-0.00024583i
3.8594,-0.050953-0.0061407i
3.875,-0.05183-0.001503i
3.8906,-0.053619+0.0016797i
3.9062,-0.05532+0.00475i
3.9219,-0.053302-0.0038331i
3.9375,-0.056517-0.0054149i
3.9531,-0.047339+0.0033262i
3.9688,-0.052609+0.0064901i
3.9844,-0.054003-0.00174i
4,-0.053049-0.0065818i
4.0156,-0.028165-0.0017019i
4.0312,-0.0080219+0.010966i
4.0469,-0.040764+0.00081431i
4.0625,-0.061781-0.0036452i
4.0781,-0.056534+0.0026237i
4.0938,-0.057479-0.0014852i
4.1094,-0.055855+0.0023929i
4.125,-0.060369-0.0022223i
4.1406,-0.059718+0.001848i
4.1562,-0.05511-0.0066244i
4.1719,-0.055361+0.0036822i
4.1875,-0.058814+0.0012534i
4.2031,-0.060917-0.0060403i
4.2188,-0.057579-0.003299i
4.2344,-0.05593-0.0025909i
4.25,-0.053869-0.00071609i
4.2656,-0.059456+0.0033953i
4.2812,-0.062632-0.0043435i
4.2969,-0.057685-0.0039651i
4.3125,-0.056939+0.0014018i
4.3281,-0.06126-0.0021893i
4.3438,-0.056605-0.0030576i
4.3594,-0.060279+0.00079583i
4.375,-0.060376-0.0019123i
4.3906,-0.060592-0.00057713i
4.4062,-0.056093-0.0020131i
4.4219,-0.061711+0.00020193i
4.4375,-0.059087-0.0044431i
4.4531,-0.058702-0.0024456i
4.4688,-0.061885-0.00051201i
4.4844,-0.060827-0.0047662i
4.5,-0.058162+0.0029822i
4.5156,-0.059028+9.9543e-05i
4.5312,-0.058733+9.0084e-05i
4.5469,-0.061847-0.0013312i
4.5625,-0.060042+0.00082242i
4.5781,-0.06059+0.0010057i
4.5938,-0.062553-0.0032278i
4.6094,-0.062565-0.0010059i
4.625,-0.061089-0.0005695i
4.6406,-0.059028-0.00063139i
4.6562,-0.06492-0.0023217i
4.6719,-0.063184-0.0015713i
4.6875,-0.060758-0.0035196i
4.7031,-0.059+0.0004362i
4.7188,-0.061318-0.00011753i
4.7344,-0.065744-0.0015592i
4.75,-0.060536-0.00046133i
4.7656,-0.061737-0.00088035i
4.7812,-0.064515-0.0016487i
4.7969,-0.06433-0.0013359i
4.8125,-0.063671-0.00052443i
4.8281,-0.063863-0.0022985i
4.8438,-0.061832-0.0017137i
4.8594,-0.062659+0.00044026i
4.875,-0.064376-0.0009124i
4.8906,-0.063919-0.001586i
4.9062,-0.066356-0.00056752i
4.9219,-0.063483-0.00066939i
4.9375,-0.06317-0.0023894i
4.9531,-0.06292-0.00099667i
4.9688,-0.06603-0.00032843i
4.9844,-0.065786-0.0015271i
5,-0.065937-0.0019273i
5.0156,-0.066275-0.00032688i
5.0312,-0.066456-0.0033942i
5.0469,-0.064213-0.0033951i
5.0625,-0.064486-0.00078502i
5.0781,-0.065569-4.3992e-05i
5.0938,-0.067188-0.00073978i
5.1094,-0.066835-0.00020116i
5.125,-0.067127-0.00097231i
5.1406,-0.067702-0.002094i
5.1562,-0.065698-0.00079859i
5.1719,-0.066017-0.0010312i
5.1875,-0.066512-0.0011859i
5.2031,-0.068953-0.0017419i
5.2188,-0.068183+0.0021757i
5.2344,-0.070353-0.0043796i
5.25,-0.066766-0.0091513i
5.2656,-0.069319-0.00031648i
5.2812,-0.068028-0.0021694i
5.2969,-0.06778-0.0012945i
5.3125,-0.068824-0.00034419i
5.3281,-0.070239-0.0011585i
5.3438,-0.069691-4.0072e-05i
5.3594,-0.069452-0.0026242i
5.375,-0.069677-0.0014025i
5.3906,-0.070682-0.00050232i
5.4062,-0.069909-0.0030652i
5.4219,-0.069505-0.00076362i
5.4375,-0.071605-0.00081366i
5.4531,-0.07186-0.001049i
5.4688,-0.071794-0.0012408i
5.4844,-0.071474-0.0029628i
5.5,-0.071124-0.0016165i
5.5156,-0.071861-0.001401i
5.5312,-0.072272-0.0015491i
5.5469,-0.072618-0.0006266i
5.5625,-0.071945-0.0023565i
5.5781,-0.071504-0.001026i
5.5938,-0.073227-0.001174i
5.6094,-0.072813-0.0033079i
5.625,-0.072906-0.0012146i
5.6406,-0.073659-0.0019335i
5.6562,-0.073537-0.0038826i
5.6719,-0.072808+0.00042965i
5.6875,-0.074192-0.0031598i
5.7031,-0.074313-0.0024262i
5.7188,-0.074453-0.0021013i
5.7344,-0.074581-0.0013538i
5.75,-0.074989-0.00021677i
5.7656,-0.07563-0.002303i
5.7812,-0.074891-0.0001968i
5.7969,-0.075393-0.0018251i
5.8125,-0.075761-0.0015843i
5.8281,-0.07619-0.0026182i
5.8438,-0.076165-0.0014986i
5.8594,-0.075939-0.0017632i
5.875,-0.077732-0.00093397i
5.8906,-0.078124-0.0020809i
5.9062,-0.076543-0.0014518i
5.9219,-0.078137-0.0012779i
5.9375,-0.078245-0.0020636i
5.9531,-0.078999-0.0027949i
5.9688,-0.078383-0.001781i
5.9844,-0.077853-0.0017641i
6,-0.079571-0.0011204i
6.0156,-0.078944-0.0021779i
6.0312,-0.0751-0.0020906i
6.0469,-0.080701+0.00095473i
6.0625,-0.079898-0.00018819i
6.0781,-0.080655-0.0013146i
6.0938,-0.079186-0.0016428i
6.1094,-0.081745-0.0016385i
6.125,-0.081227-0.0026207i
6.1406,-0.081092-0.0017351i
6.1562,-0.081194-0.0014707i
6.1719,-0.082569-0.0020001i
6.1875,-0.082316-0.00077384i
6.2031,-0.082627-0.001893i
6.2188,-0.083303-0.001255i
6.2344,-0.086409-0.00076272i
6.25,-0.088404-0.0020746i
6.2656,-0.081826-0.0021134i
6.2812,-0.085313-0.0029053i
6.2969,-0.084566-0.0035221i
6.3125,-0.084588-0.0015223i
6.3281,-0.086055-0.002407i
6.3438,-0.086789-0.0031237i
6.3594,-0.085638-0.0030863i
6.375,-0.087119-0.0011592i
6.3906,-0.086798-0.0016776i
6.4062,-0.087287-0.0025549i
6.4219,-0.087557-0.001179i
6.4375,-0.088136-0.0027123i
6.4531,-0.088686-0.00077506i
6.4688,-0.089591-0.0014946i
6.4844,-0.088964-0.0025085i
6.5,-0.090059-0.0021383i
6.5156,-0.091046-0.0020089i
6.5312,-0.090128-0.001075i
6.5469,-0.089785-0.002149i
6.5625,-0.091091-0.0021146i
6.5781,-0.092341-0.0023522i
6.5938,-0.092113-0.0020468i
