0,0.79052
0.015625,0.75653+0.0081737i
0.03125,-0.018815-0.09783i
0.046875,-0.12452-0.023701i
0.0625,-0.049825-0.063212i
0.078125,-0.090544-0.12028i
0.09375,0.089744-0.090667i
0.10938,0.071583-0.12274i
0.125,0.038897-0.12539i
0.14062,-0.12735-0.089229i
0.15625,-0.029097+0.18471i
0.17188,-0.011135-0.037276i
0.1875,-0.091993-0.092912i
0.20312,-0.11875+0.16208i
0.21875,0.0050677+0.21652i
0.23438,0.067693+0.052492i
0.25,0.1176-0.082962i
0.26562,0.13608-0.2404i
0.28125,0.20125-0.012923i
0.29688,0.066404+0.0027084i
0.3125,0.09888+0.06709i
0.32812,0.15381-0.06859i
0.34375,0.17322+0.14851i
0.35938,-0.0033847+0.081913i
0.375,-0.0065041-0.0022216i
0.39062,0.064882-0.026078i
0.40625,0.023833-0.041717i
0.42188,0.10603-0.073191i
0.4375,0.096414-0.012706i
0.45312,0.066357-0.066323i
0.46875,0.069316+0.0075814i
0.48438,0.056106-0.028619i
0.5,0.0007044+0.032481i
0.51562,0.030367+0.078721i
0.53125,0.10661-0.03115i
0.54688,0.10523+0.058369i
0.5625,-0.055367+0.11708i
0.57812,-0.76208-0.35933i
0.59375,-0.055322+0.12533i
0.60938,-0.071489-0.11033i
0.625,-0.026845-0.019348i
0.64062,0.014262+0.12539i
0.65625,0.10567+0.049618i
0.67188,-0.0011734-0.012522i
0.6875,-0.12452+0.082407i
0.70312,0.011436+0.12475i
0.71875,0.076622+0.081639i
0.73438,0.094654+0.017531i
0.75,0.0856+0.044836i
0.76562,0.18491+0.0070242i
0.78125,-0.011859+0.024088i
0.79688,-0.12282+0.050869i
0.8125,0.077912+0.21039i
0.82812,0.038783+0.10221i
0.84375,-0.063264-0.28228i
0.85938,0.034884+0.059032i
0.875,0.055313+0.41818i
0.89062,-0.68028-0.08943i
0.90625,-0.18679-0.024504i
0.92188,-0.17879+0.22465i
0.9375,-0.20174-0.1075i
0.95312,-0.64388+0.14799i
0.96875,-0.14533-0.0077696i
0.98438,0.057824-0.22166i
1,0.17713+0.11383i
1.0156,-0.2067+0.038199i
1.0312,0.38797-0.052406i
1.0469,0.11356+0.47693i
1.0625,-0.18426+0.23814i
1.0781,-0.88827+0.053473i
1.0938,0.25855+0.13285i
1.1094,0.23829+0.17109i
1.125,0.057594+0.1402i
1.1406,-0.11849+0.79291i
1.1562,-0.10955+0.76584i
1.1719,0.016626+0.27536i
1.1875,0.072925-0.11024i
1.2031,0.25137-0.18379i
1.2188,0.34425+0.074808i
1.2344,0.72326-0.047548i
1.25,0.34966+0.053125i
1.2656,-0.0089764+0.011977i
1.2812,-0.30905+0.073647i
1.2969,0.034034-0.071678i
1.3125,0.36918-0.21865i
1.3281,-0.53642-0.70353i
1.3438,-0.11972-0.46087i
1.3594,-0.37512+0.8568i
1.375,-0.20963-0.28575i
1.3906,0.17682-0.29878i
1.4062,0.26789+0.1177i
1.4219,0.23641+0.51554i
1.4375,0.048817+0.39812i
