0,1.1619
0.015625,1.073-0.012407i
0.03125,-0.0023531+0.0055812i
0.046875,-0.005584+0.0052787i
0.0625,-0.0067724+0.0023357i
0.078125,-0.0013432-0.004724i
0.09375,0.00032297+0.001524i
0.10938,-0.00018448+0.00098794i
0.125,-0.00015101+0.0013536i
0.14062,-0.0015994+0.001618i
0.15625,-0.00053659+0.0019573i
0.17188,0.00050077-0.00098901i
0.1875,-0.00023566-0.00020994i
0.20312,0.00045524+0.00070849i
0.21875,0.0019781-0.00026301i
0.23438,0.00066518+0.00020403i
0.25,0.0020871+0.00053344i
0.26562,0.0015128-0.0006476i
0.28125,0.00017719-0.00013929i
0.29688,0.00053068+7.6851e-05i
0.3125,-0.00037927+0.00012572i
0.32812,-0.0014944-0.0004158i
0.34375,0.0013374-0.0013262i
0.35938,0.0029824+0.00070577i
0.375,0.0019625-0.0004413i
0.39062,0.003548+0.00096372i
0.40625,0.0018297+0.0015182i
0.42188,-0.0030681+0.0038626i
0.4375,-0.0019167+0.00055922i
0.45312,-0.00094918-0.00039461i
0.46875,-4.4102e-05+0.00012932i
0.48438,0.0020662-0.00075336i
0.5,0.0010746+0.0026537i
0.51562,0.00049063+0.0011363i
0.53125,-0.00063486-0.0021636i
0.54688,0.002361+0.00083997i
0.5625,0.0046599+0.0047832i
0.57812,0.00078274+0.0028736i
0.59375,0.0026207+0.0030244i
0.60938,-0.0034256+0.0039412i
0.625,-0.0049141-0.0019886i
0.64062,0.00055938+0.00039449i
0.65625,-0.001909+0.002783i
0.67188,-0.0014728+0.00078037i
0.6875,0.0036971+0.0038053i
0.70312,-0.0013932+0.00038906i
0.71875,0.0028462+0.0004056i
0.73438,-0.0043615+0.0058849i
0.75,-0.0057917-0.0054172i
0.76562,-0.0020112-0.0091934i
0.78125,-0.0080195-0.0070533i
0.79688,-0.0055507-0.0061117i
0.8125,0.00018112-0.004981i
0.82812,-0.0011898-0.0039974i
0.84375,0.0022443-0.0035707i
0.85938,0.008541+0.010615i
0.875,-0.0066247+0.0010872i
0.89062,-0.002551+0.00099833i
0.90625,-0.004126+0.00065892i
0.92188,-0.0015645-0.0052562i
0.9375,0.008474+0.0073167i
0.95312,-0.0043617+0.0061389i
0.96875,-0.0059461+0.00095071i
0.98438,0.0029304+0.011656i
1,-0.0090433+0.0083808i
1.0156,-0.012139+0.0018665i
1.0312,-0.0060367+0.0065299i
1.0469,-0.014908+0.015056i
1.0625,-0.0065654+0.0042094i
1.0781,-0.0016789-0.0049378i
1.0938,-3.1365e-05-0.0030865i
1.1094,0.0097847-0.0033753i
1.125,-0.00067463+0.00092484i
1.1406,0.010815-0.0091155i
1.1562,0.0090691-0.0008664i
1.1719,-0.0034159+0.00071697i
1.1875,-0.0015716-0.0071683i
1.2031,0.0054958+0.0010208i
1.2188,0.00059175-0.00030804i
